Date,Link,Message
2020-01-24 12:12:03,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6626325047692881920,Pinged you
2020-01-24 12:11:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6626325047692881920,Thanks Sam Alsroré
2020-01-18 02:56:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6623932069779243009,Srivatsan Srinivasan yes exactly
2020-01-18 02:45:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6623932069779243009,"Srivatsan Srinivasan  and one more thing, I want to unfollow a profile and all the profiles who keep on liking that profile posts repeatedly 😂😂

U know what I mean"
2020-01-17 16:01:11,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6623932069779243009,"If I accept some one connect, am by default following them. Unfollowing some one , bulk unfollow feature must be enabled."
2020-01-17 03:02:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6623591010784108544,"There is another major problem called neuroplasticity. The brain has connections and structure which change every moment and based on how we expose it to. No other DB has it. 

By continuously exposing to shallow work, distracted world from notifications to short media consumptions our cognitive capabilities are coming down day by day !! 

A serious matter of concern which I consider major problem"
2020-01-14 07:47:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6622698391564578816,Yes very true
2020-01-12 18:05:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6622147603020808192,Srivatsan Srinivasan Its tech way of marketing or marketing tech.
2020-01-12 17:31:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6622147603020808192,"To add few more, why is logistic classifier better than / different from linear classifier, 
, What makes log likelihood the best cost function foe logistic, the concept of residual deviance and a lot ! 
Logistic regression is a very beautiful concept ! 90 percent of people say logistic regression output is a class which is wrong. 

Precisely the logistic still forecasts a number just that its limited between 0-1 which we call it probability and further use it with a cutoff for a class !

As I always say if your foundations aren’t strong what good are you doing by studying advanced concepts."
2020-01-12 05:18:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6621979177472090112,Hi Amit     Always ready to come and talk. Please message me.
2020-01-12 04:59:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6621979177472090112,Its a day very close to my heart :)
2020-01-07 04:28:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6619641934065565696,"Hari Kantipudi As far as I understand the status - he is specifically pointing out to a 2-3 institutes which showcase PhD professors to bait students. He is not generalizing for PhD's of world . He is pointing at few who are leveraging that particular degree to fleece innocent without actually providing value. 

The conclusion boils down from the 8 hours video - i hope you haven't see in it. These people to justify the money they charge teach a lot of unnecessary, irrelevant concepts while safely putting less focus and making easier concepts more complex on. Author's criticism originates from here. suresh correct me. 

And finally, it makes me smile when you say Linkedin isn't for marketing. Every one does it here . Your profile showcases/markets your skills, HR markets job openings, product owners showcase products, comedians market jokes and even spirituality is being marketed here. I believe Li hasn't kept any terms - NOT to market and this a professional social place and marketing is fundamental to sustenance of business which is fundamental purpose of LinkedIn ! 

I am not writing here because suresh endorsed me here. I myself have created a lot of free courses and shared knowledge"
2020-01-06 03:02:27,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6619641934065565696,"Hi Suresh
  Thank you for the mention. Also, your slides shared long back are well organized especially conditional probability slides. Keep adding value :)"
2020-01-05 17:11:25,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6619595030564868096,"Srivatsan Srinivasan The only DB I remember very well is not SQL , not Mongo but DBC ( guess it ). Now this DBA (death by appreciation) is new addition. 

Stats may not work always. But a true statistician will work ! Always !!I see that above. 

To conclude - you are not normal 😂."
2020-01-05 15:27:43,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6619595030564868096,A soldier may win or looseBut a diplomat will always win ! You are like a diplomat. Always put a balanced view - no extremes. Very realistic and real stuff ! And you gracefully disagree and immensely value others opinions. Who can dislike you ??
2020-01-03 15:40:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6618886553689251840,"A decision tree, a parse tree and a binary search tree has ONLY tree in common. Nothing else ! 

Just because you can build BS tree, you cannot build/enjoy building other kind of trees !  

Resonates well with me. Gist from a post a few days back !!"
2020-01-03 06:57:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6618714551020019712,Inferring from your pic and work: wear a smile on your face by enjoying simplest happinesses in life !
2020-01-02 17:17:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6618367138585509888,Only an entrepreneur can write this !! Let’s catchup for coffee sometime
2020-01-02 13:55:46,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6618367138585509888,Srivatsan Srinivasan Mom showed moon firstMusk is showing Mars nowWhat's next !! ??!! 
2020-01-02 13:21:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6618367138585509888,Thats why I aim at Moon ! No fire by the time it reaches target !
2020-01-02 12:39:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6618367138585509888,"Ha ha. Good one as always. You get a different perspective every time. My adive would be -
1. You cannot run, forget win , without putting your skin in the game. 
2. Have a fair understanding of the pain - when the skin gets peeled or burnt :P"
2020-01-02 08:18:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6618367138585509888,"Ha ha. The wishes, the emojis and nickname - only you can use me !! 
Affection from a good school friendship. Can sense it"
2020-01-02 07:46:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6618367138585509888,Thanks Rupesh. Glad to have you in class and learn together !
2020-01-02 07:45:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6618367138585509888,Thank you Sheetal. I achieved it finally in last two months. !!
2020-01-02 05:47:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6618367138585509888,Saikumar Allaka We can talk ! Sorry for no reply. But NO to 3-5 hours of sleep/hatha yoga. I have enough of things pending to implement !
2020-01-02 05:30:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6618367138585509888,Yes yes. Learnt it enough over and again. Last 6 months have been good though
2020-01-02 05:20:54,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6618367138585509888,Thanks you Apoorva CR. Wish you the same !
2020-01-01 01:11:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6616192812671164416,"Thanks Abhishek and Rishi, will seek an advise professionally and proceed. Thank for reminding."
2019-12-31 09:13:54,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6617656933019156483,Siddartha Rayapudi
2019-12-31 03:22:11,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Thanks a lot for kind words.
2019-12-30 06:58:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6617279294806818816,Will send details shortl
2019-12-30 06:58:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6617279294806818816,Online. I have you on my list now .
2019-12-30 05:10:13,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6617279294806818816,Haripriya Salapaka  Sam Alsroré  Preksha Kaparwan Suresh Amara 
2019-12-30 02:24:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6616991112521449472,"Very well analyzed. It won't be a big deal to have Human moderators as well. Any social media algorithm cannot take away human moderation completely to 0. 
By looking at top 1% percentile of post or high frequency, high influence posts, I don't think its too hard to pick and verify this kind of posts. 
Li isn't a baby like in 2008 now. It has to realize that has grown up. But wonderful analysis with a screenshot as well. "
2019-12-29 16:25:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6617079326166876160,Looking forward to connect with following ‘interested’‘Interested’ ‘+1’‘Count me in’
2019-12-29 15:49:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6616991112521449472,😂😂😂
2019-12-29 13:20:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6616991112521449472,If at all you read books - I recommend ‘The shallows’. You will love it
2019-12-28 14:05:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6616684831411703808,I believe the penalising external links is strategy so that everyone keeps content inside Linkedin. But the downsides are - Li content has very little traction on search engines. From a networking platform to content platform is what they wanted to move but in process they are missing out crucial things. Li should actually moderate such most common misused posts and ban them and stop penalising external links.
2019-12-27 14:17:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6616192812671164416,ha ha Sure !! Short reply !Expected an author in you on comment !!
2019-12-27 14:12:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6616192812671164416,Preksha Kaparwan Thank you !!
2019-12-27 14:12:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6616192812671164416,Hi Sherry. Let's connect. Pls accept invite
2019-12-27 05:16:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6616192812671164416,Sure
2019-12-27 01:44:55,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Sure yogitha
2019-12-26 16:23:43,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Thank you. Means a lot !!
2019-12-26 15:13:56,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Thank you Dattatray Nale
2019-12-26 11:35:16,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6614360691799359488,Waiting for the live classes to be complete.
2019-12-26 11:33:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6614360691799359488,And you observe very deeply
2019-12-26 11:10:53,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Let’s connect on messaging
2019-12-26 09:46:19,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Minal Gupta  thanks much !!
2019-12-26 09:45:41,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Thank you Kavitha Rao
2019-12-26 09:45:03,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Vivek Abdulla  thanks vivek. Glad you found it helpful
2019-12-26 09:44:32,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Dr. Nisha Arora  sure. Thanks a lot
2019-12-26 09:43:55,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Sasmita Patra  this means a lot. More power to you to acheive your dreams as well
2019-12-26 09:42:31,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Preksha Kaparwan  the first inspiration was you. A long way to go !
2019-12-26 08:02:29,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,We gotta meet soon !
2019-12-26 07:07:27,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Anamika Dewangan Thanks a lot. Soon  will talk about DS for personal finance as well !! May be we should talk together :)
2019-12-26 07:06:12,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,True !!
2019-12-26 06:42:47,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Thanks Jitender. 
2019-12-26 06:40:16,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Pratibha Sahoo Thank you :)
2019-12-26 06:39:11,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Vatsal Y.Thank you Vatsal
2019-12-26 06:38:57,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Ashish Hirendra ShuklaThank you. Will share more. 
2019-12-26 06:38:30,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,"Rohit Swami That's the point right !! Mastery is about implementation. Not about fit, predict. "
2019-12-26 06:37:50,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Sarthak Gupta Thanks a lot. 
2019-12-26 06:37:29,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Waiting to see you in real since long :P . Ek appointment dee dhoo Saneesh jii !!
2019-12-26 06:21:22,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Thanks a lot partha
2019-12-26 06:08:56,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6615843958780198912,Thank you
2019-12-26 03:06:27,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610760874711977984,End to End Data Science Live classes taught by me
2019-12-24 17:58:27,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6615088985750499328,Vidhya Chandrasekaran  it’s a privilege when seniors of industry spend time for classes at Supervisedlearning.com Nothing motivates us more. Thanks a lot for mention. Hope a great mutual learning going forwardSiddartha Rayapudi
2019-12-24 14:34:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6615192781214310400,Siva Nandhalahari Nistala source code will not be shared. We used tableau as well as python. Data can be found on Ministry of Statistics website
2019-12-24 14:32:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6615192781214310400,"I think I didn’t tag BJP. I just tagged our Prime Minister who is brain child behind the project. I didn’t ask anyone to vote as well to Modi. Kindly don’t make such loose comments which undermines both of our work 

I am a person who appreciates good ! Am not endorsing the person. I am endorsing his vision behind it and achievement. This isn’t a small achievement. For 60 years, no one ever dared to dream of doing this."
2019-12-24 13:54:48,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6615192781214310400,"Abhijit Deka Is there any problem in searching for Ministry of statistics website ? Its all there. I am on mobile and travelling , hence I named the ministry. 

Give me time, when I come on website, will share the link to it. Bdw if you don’t trust government, can you really trust Government data ?"
2019-12-24 12:13:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6615192781214310400,All data taken from Ministry if Statistics website
2019-12-24 11:04:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6614864275611713536,Their mimicked versions exist on computer circuits
2019-12-24 04:18:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6615075061294600192,"On lighter note, Am studying my 8th standard then when you entered Li. Thats reason I call you guru. 
But I can recall only the growth of Chinese Bamboo spreading roots for 4 years only to grow 1 feet a day in 5 th year. 
For 15 years, you built a rock solid experience. I never saw a person on a Li with your level of quality posts."
2019-12-23 13:01:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6614360691799359488,Its deep work rather than deep learning
2019-12-23 12:41:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6614734395901349888,"Neither do I approve. If given chance, I have harsher words. But the entire episode is a life lesson for everyone who can think of faking to make money !"
2019-12-23 09:47:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6614749710248960000,Siddartha Rayapudi
2019-12-22 13:41:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6614360691799359488,Well said ! So true.
2019-12-22 08:18:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6614426092713410560,Thanks for reshare
2019-12-22 06:55:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6614360691799359488,First 6 months - testing the ingredients only . !! Okay ? :P
2019-12-22 06:34:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6614360691799359488,Yeah. The minima is always deep.
2019-12-22 04:17:46,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6614360691799359488,I cook for my employees as well. Feel free to email me your resume 😜
2019-12-21 15:57:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6614089986226606080,We have said NO to more than 5 people to join our End to End DS course in last batch. I won't say I am super proud about saying NO. I would say I am proud because Money couldn't deter me from compromising on quality by scaling beyond capacity. 
2019-12-21 15:46:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6613993676953751552,Hands on ML with SciKit Learn by Orielly
2019-12-21 11:54:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6614050154054025216,"Absolutely true. For all aspirants, I always recommend teaching to learn better. 
The super most form of learning is through teaching and hence I prefer to be a super learner"
2019-12-21 10:13:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6614032004000428032,Kuldeep Singh PM. Will talk :)
2019-12-21 10:13:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6614032004000428032,Wacom One is my fav. Using since 2.5 years. Made me a better teacher !
2019-12-21 06:24:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6613993676953751552,Thanks Balaji
2019-12-21 06:24:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6613993676953751552,Glad you liked it !!
2019-12-21 06:22:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6614032004000428032,Lovely. An investment towards quality content is always worth. I too cherish such investments. My students always love it. As I am into live classes - my setup is different slightly
2019-12-21 05:35:40,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6613993676953751552,"Okay. Take the essence in 9-5,5-9 analogy ! Not exact sense. I really wish and pray that those who work 9-9 get rid out of non sense soon !!"
2019-12-21 05:19:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6613993676953751552,And when it works !! Its tons of love !!
2019-12-21 04:28:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6613993676953751552,Jawad Shaik true. 9-5 makes you tired to work for 5-9. Never independent !!
2019-12-21 04:10:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6613993676953751552,Am not talking about growth !! I was talking about what makes you !! 9-5 definitely isn't done solely for you. It's done for some one. 
2019-12-20 16:47:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6613827451158130688,Thank you Rohit !!
2019-12-20 15:26:49,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6613780821507739648,Wow. This means every company is deploying models. ? Really ? Isn’t the sample or population of companies interviewed skewed ? And what jf the software engineers are give role of Data Scientists ? I agree with Data Scientist should have decent idea of pipelining and code should adhere to practises of industry. This particular viz is surprisingly doubtful
2019-12-20 07:40:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6613641100404101120,"Hey .. 
   What are you talking ?? :P As far as I know, when you have a lot of money, people - you create a problem and then solve it right ?
   They have created the problem just now !! They will solve it na. Wait for it :P

With loads of Sarcasm
Prudhvi "
2019-12-19 04:38:49,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6613280382211190784,"Earn, save, invest and create !! 
Put your time in two of them and 
Money in two others ! 
Review, Optimise, iterate !!"
2019-12-19 04:04:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6613260913506119681,Very well said !!
2019-12-18 12:03:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6608607257485733888,"You didn’t read the status with attention. After 7 hours into the process they told me. Had it been in first few minutes they told , then I would agree its a mistake and common operational issue
Now they do this after 7 hours of wasting some one time - And all I can say is its a blunder and ruthless to do so."
2019-12-18 06:01:52,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610878655512047617,Your third point is awesome
2019-12-18 05:30:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6612930702348517376,Search Linkedin SSI
2019-12-18 01:46:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609816255643906048,"Oh yea. I am right alive during those 10 lakh crore scams - 2g , cwg, coal gate names go on"
2019-12-17 14:32:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610878655512047617,I want to do a 1000 likes for this post. Its on cards.
2019-12-17 04:42:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6612360073270386688,"Sam Alsroré when your wife gives attention when you grab, then ‘husband and god’ 🤣😂"
2019-12-17 03:38:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6612360073270386688,"If you keep away target variable, everything is unsupervised. From the EDA, I understood yhat particular data forms into 4 distinct cluster which was not a feature at all. When I was doing bivariate analysis, I understood the above insight. 

So, I removed my target, used all features to cluster and made labels as one more feature and now proceeded towards regression.

Prefixes doesn’t make learning ‘great’ or worse. Unsupervised isn’t bad at all when combined with ‘supervised’ 😜"
2019-12-16 17:39:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6612360073270386688,I would be glad if you can review our course and write about it !
2019-12-16 17:38:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6612360073270386688,Your title ‘husband’ makes a lot of sense now. You know how to grab attention 😂😂
2019-12-16 17:34:21,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6612308439379083264,Harsh Vardhan Lahiri mm.. ‘are you up’ is a popular multi word expression which can be easily detectable by algorithms due to lesser probability of internal inflections !! Deeply engrossed in updating myself everyday ! Hope you understood that this is my proposal. Send your proposal to my colleague Siddartha Rayapudi
2019-12-16 16:16:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6612346201138429952,Srivatsan Srinivasan so its ensemble of grandmasters !! 😜
2019-12-16 15:59:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6612346201138429952,Srivatsan Srinivasan  let me autocomplete ur last line Trying to get into leaderboard and prove and see. One famous AutoML company hires a lot kaggle grandmasters. Whats your say ?Correlation- random or causative ?
2019-12-16 15:29:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6611874075243573248,"In no way, am discouraging them. Its just a check point - not be very very happy about ‘achievement’ when its not a big one"
2019-12-16 15:28:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6612346201138429952,"Yes. Kaggle is a great source to learn. Here are ways. 
1. People often think its just a competition and look for scores. But I noticed many dont spend time on looking at other kernels. There is a lot to learn from others codes and approaches
2. Even discussing on kernels is mostly ignored. I personally learnt a lot through those kernel discussion posts.
3. Its not always highest score or higest voted - I myself changed target variables and used data for purposes other than the competion asked for - this helped me make business sense out of data. For example some of the conspiracy theories of titanic can be tested on titanic data rather than just survival predictions. 
4 People sharing datasets is a great resource. 
5 kaggle beginner tutorials and educative content is very good. 

Learning on Kaggle saturates at a point. So pipelines, writing scratch level algorithms, other domains like - nlp,cv etc are missing. 
In fact, if you posses only ‘kaggle’ skills, auto Ml will overtake you soon !!"
2019-12-16 12:20:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610760874711977984,Thats a litmus test. If the institute doesn't give you contact of previous students easily - then they are hiding something. 
2019-12-16 07:06:35,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6612166006624387072,"If compute is small, do we really need edge TPU or simpler models ? 
How viable is the costs in producing edge TPU when compared to simple models"
2019-12-15 10:23:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610878655512047617,And they end up getting a Ravana.. donno about heads
2019-12-15 10:23:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610878655512047617,Wishlist 😂
2019-12-13 04:24:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610878655512047617,I didnt move your finish line though 🤣
2019-12-12 12:32:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609816255643906048,Exactly my point. But people are more interested on arguing about my assumptions
2019-12-12 05:29:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610760874711977984,Ankit Rathi Srivatsan Srinivasan you can use the template... suggest any changes....
2019-12-12 03:44:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610363486914609152,Very true ! Nothing beats the pleasure of savouring slowly !
2019-12-12 01:40:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610363486914609152,Sure Achyuth Pydimarri Thanks for referring
2019-12-11 05:21:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610363486914609152,The wisdom through highlights are embedded into concepts and delivered in my classes. Feel free to join one !!
